Title,Artist,Category,Release Date,Lyric
슬픈 초대장 - 순순희 (지환),순순희 (지환),발라드/인디음악,2023.12.19,내 야윈 손위로 온 초대장 위에|널 데려간다는 그와 네 이름|오래전 헤어지던 날|자꾸 내 눈앞에 스쳐|혼자서도 난 서글픈데||수화기 너머로 젖은 네 목소리|그때 왜 날 보내줬냐고|첨부터 널 사랑했다면|마지막까지 붙잡아야 했다고||그 많은 사연들 다 버려둔 채로|날 떠난 너였잖아|지금 그를 사랑한다면서||왜 이제 와서 또 바보처럼 흔들려|누굴 위해 돌아봐|아픈 가슴 추억으로 달래며|네 행복을 믿었는데||차라리 날 다 지워버려|넌 그를 택한 세상에 후회하지 않도록|남들처럼 나도 멀리서 나마|축하하고 싶으니||다 기억할 만큼 모질지 못한 너|날 두 번 울리잖아|되돌리긴 너무 늦었는데||왜 이제 와서 또 바보처럼 흔들려|누굴 위해 돌아봐|아픈 가슴 추억으로 달래며|네 행복을 믿었는데||차라리 날 다 지워버려|넌 그를 택한 세상에 후회하지 않도록|남들처럼 나도 멀리서 나마|축하하고 싶으니||부디 가서 영원해 줘
사막에서 꽃을 피우듯 - 우디 (Woody),우디 (Woody),발라드,2023.07.14,아침에 눈 뜨는 게 너무 행복해졌어|널 사랑한다 말할 수 있어서 하늘에 감사해|?|네 번의 계절을 너와 함께할게|평생토록 더 오래도록 더 영원토록|?|음악처럼 꿈처럼|매일 새롭게 사랑을 주고 싶어|지금처럼 곁에 있어 주기를 언제나|?|사막에서 꽃을 피우듯 널 만난 건 기적인 걸|설렘이 사라지더라도 이 사랑을 지켜줄게|?|허물없이 지내다가도|힘든 날엔 말없이 기댈 수 있게|언제나 네 곁에 내가 서 있을게|?|한 걸음 한 걸음|어둡지 않게 내가 널 비춰줄게|지금처럼 곁에 있어 주면 돼 언제나|?|사막에서 꽃을 피우듯 널 만난 건 기적인 걸|설렘이 사라지더라도 이 사랑을 지켜줄게|?|허물없이 지내다가도|힘든 날엔 말없이 기댈 수 있게|언제나 네 곁에 내가 서 있을게|?|너와 함께하는 이 시간이|조금만 더 천천히 흘러가길|?|어떤 날엔 웃게 해 줄게|좋은 날엔 더 안아줄게|슬픈 날엔 그냥 울어도 돼|내가 더 노력할게|?|허물없이 지내다가도|힘든 날엔 말없이 기댈 수 있게|언제나 네 곁에 내가 서 있을게|?|언제나 네 곁에 있을게|
OMG - NewJeans,NewJeans,댄스,2023.01.02,"이 노래는 it’s about you baby|Only you|You you you|You you you you|내가 힘들 때|울 것 같을 때|기운도 이젠|나지 않을 때|It’s you 날 걱정하네|It’s you 날 웃게하네|말 안 해도 돼|Boy what do you say|(They keep on asking me  ""who is he?"")|멀리든 언제든지 달려와|(They keep on asking me  ""who is he?"")|바쁜 척도 없이 넌 나타나|(They keep on asking me  ""who is he?"")|이게 말이 되니 난 물어봐|(They keep on asking me  ""who is he?"")|너는 말야|He’s the one that’s living in my system baby|Oh my oh my God|예상했어 나|I was really hoping|That he will come through|Oh my oh my God|단 너뿐이야|Asking all the time about what I should do|No I can never let him go|너만 생각나 24|난 행운아야 정말로 I know  I know|널 알기 전까지는 나|의미 없었어 전부 다|내 맘이 끝이 없는 걸 I know  I know|I’m going crazy right?|어디서든|몇 번이든|There ain’t nothing else that I would hold on to|I hear his voice|Through all the noise|잠시라도 내 손 놓지 마 no  no|걱정 없잖아|‘Cause I got someone|혼자라도 괜찮아|‘Cause I love someone|(They keep on asking me  ""who is he?"")|멀리든 언제든지 달려와|(They keep on asking me  ""who is he?"")|바쁜 척도 없이 넌 나타나|(They keep on asking me  ""who is he?"")|이게 말이 되니 난 물어봐|(They keep on asking me  ""who is he?"")|너는 말야|He’s the one that’s living in my system baby|Oh my oh my God|예상했어 나|I was really hoping|That he will come through|Oh my oh my God|단 너뿐이야|Asking all the time about what I should do|No I can never let him go|너만 생각나 24|난 행운아야 정말로 I know  I know|널 알기 전까지는 나|의미 없었어 전부 다|내 맘이 끝이 없는 걸 I know  I know|너와 나|My heart is glowing|It’s glowing up|너랑만 있으면 무서울 게 없어|가득 메워진  다 메워진 (붉어진)|My heart is glowing  it’d be glowing|‘Cause he|Oh my oh my God|예상했어 나|I was really hoping|That he will come through|Oh my oh my God|단 너뿐이야|Asking all the time about what I should do|No I can never let him go|He’s right there for me 24|난 행운아야 정말로 I know  I know|널 알기 전까지는 나|의미 없었어 전부 다|어떡해|My heart is glowing  it’s glowing|My heart is glowing up|So I can’t sleep at night|"
Attention - NewJeans,NewJeans,댄스,2022.08.01,You and me|내 맘이 보이지|한참을 쳐다봐|가까이 다가가|You see|You see  ey ey ey ey||One  two  three|용기가 생겼지|이미 아는 네 눈치|고개를 돌려 천천히|여기|You see|여기 보이니||Looking for attention 너야겠어|확실하게 나로 만들겠어|Stop  eyyy|Drop the question|Drop the  drop the question|Want attention|Wanna want attention||You give me butterflies you know|내 맘은 온통 paradise|꿈에서 깨워주지 마||You got me looking for attention|You got me looking for attention|가끔은 정말|헷갈리지만|분명한 건|Got me looking for attention||널 우연히 마주친 척할래|못 본 척 지나갈래|You’re so fine|Gotta gotta get to know ya|나와 나와 걸어가 줘||지금 돌아서면|I need ya  need ya  need ya|To look at me back|Hey 다 들켰었나|널 보면 하트가 튀어나와||난 사탕을 찾는 baby (baby)|내 맘은 설레이지|Eyyy  drop the question|Drop the  drop the question|Want attention|Wanna want attention||You give me butterflies you know|내 맘은 온통 paradise|꿈에서 깨워주지 마||You got me looking for attention|You got me looking for attention|가끔은 정말|헷갈리지만|분명한 건|Got me looking for attention||You got me looking for attention|You got me looking for attention|가끔은 정말|헷갈리지만|분명한 건|Got me looking for attention||A T T E N T I on|Attention is what I want|A T T E N T I on|Attention is what I want|A T T E N T I on|Attention is what I want|A T T E N T I on|You got me looking for attention
꿈 - 태연 (TAEYEON),태연 (TAEYEON),발라드/국내드라마,2023.12.17,화려한 도시를|그리며 찾아왔네|그곳은 춥고도 험한 곳|여기저기 헤매다|초라한 문턱에서|뜨거운 눈물을 먹는다||머나먼 길을 찾아 여기에|꿈을 찾아 여기에|괴롭고도 험한 이 길을 왔는데|이 세상 어디가 숲인지|어디가 늪인지|그 누구도 말을 않네||사람들은 저마다|고향을 찾아가네|나는 지금 홀로 남아서|빌딩 속을 헤매다|초라한 골목에서|뜨거운 눈물을 먹는다||저기 저 별은 나의 마음 알까|나의 꿈을 알까|괴로울 땐 슬픈 노래를 부른다|슬퍼질 땐 차라리 나 홀로|눈을 감고 싶어|고향의 향기 들으면서||저기 저 별은 나의 마음 알까|나의 꿈을 알까|괴로울 땐 슬픈 노래를 부른다|이 세상 어디가 숲인지|어디가 늪인지|그 누구도 말을 않네||슬퍼질 땐 차라리 나 홀로|눈을 감고 싶어|고향의 향기 들으면서|고향의 향기 들으면서
Siren - RIIZE,RIIZE,댄스,2024.04.03,Beat droppin’ low feelin’ up|뒤섞여 봐 완전히 새로운 Flow|Ready or not|순간 울려 대는 Siren|우린 네 심장을 뒤흔드는 Rock||Pull it back  that siren|Pull it back  that siren||Yeah back with a new generation|닳아버린 운동화 다시 Lace up|문을 박차고|Let’s show the world|We don't stop it|연습실 불은 계속 켜있어||See me see me|달라진 조명의 Lights|Warning 뜨거운 눈빛은 Wild|Imma be the one|눈앞에 펼쳐지는|새로워진 Sight||Beat droppin’ low feelin’ up|뒤섞여 봐 완전히 새로운 Flow|Ready or not|순간 울려 대는 Siren|우린 네 심장을 뒤흔드는 Rock||Pull it back  that siren|Pull it back  that siren|서둘러 Hurry hurry|다 모여봐 이리로|We gonna fly high high|자유롭게 더|Pull it back  that siren||Eenie meenie miney moe|거침없이 한 걸음 더|뻔하고 뻔한 흐름은 Say bye bye|Pullin’ up now|we gotta show them feel me|Look at us go look at me go|심장은 Fast 뜨거워 데임|외쳐봐 너의 얘기를|시작해 우린 준비돼 있어||See me see me|터지는 Colorful lights|Warning 모든 걸 보여줘 Wild|Ready or not|등장을 알리는 Siren siren|우린 네 심장을 뒤흔드는 Rock||Pull it back  that siren|Pull it back  that siren|서둘러 Hurry hurry|다 모여봐 이리로|We gonna fly high high|자유롭게 더|Pull it back  that siren||Beat droppin’ low feelin’ up|뒤섞여 봐 완전히 새로운 Flow|Let’s get it go|we won’t be stoppin’||Pull it back  that siren|Pull it back  that siren|서둘러 Hurry hurry|다 모여봐 이리로|We gonna fly high high|자유롭게 더|Pull it back  that siren
봄날 - 방탄소년단,방탄소년단,랩/힙합,2017.02.13,보고 싶다|이렇게 말하니까 더 보고 싶다|너희 사진을 보고 있어도|보고 싶다|너무 야속한 시간|나는 우리가 밉다|이젠 얼굴 한번 보는 것 조차|힘들어진 우리가|여긴 온통 겨울 뿐이야|8월에도 겨울이 와|마음은 시간을 달려가네|홀로 남은 설국열차|니 손 잡고 지구 반대편까지 가|겨울을 끝내고파|그리움들이 얼마나|눈처럼 내려야 그 봄날이 올까|Friend|허공을 떠도는|작은 먼지처럼 작은 먼지처럼|날리는 눈이 나라면|조금 더 빨리|네게 닿을 수 있을 텐데|눈꽃이 떨어져요|또 조금씩 멀어져요|보고 싶다 보고 싶다|보고 싶다 보고 싶다|얼마나 기다려야|또 몇 밤을 더 새워야|널 보게 될까 널 보게 될까|만나게 될까 만나게 될까|추운 겨울 끝을 지나|다시 봄날이 올 때까지|꽃 피울 때까지|그곳에 좀 더 머물러줘|머물러줘|니가 변한 건지|니가 변한 건지|아니면 내가 변한 건지|내가 변한 건지|이 순간 흐르는 시간조차 미워|우리가 변한 거지 뭐|모두가 그런 거지 뭐|그래 밉다 니가 넌 떠났지만|단 하루도 너를|잊은 적이 없었지 난|솔직히 보고 싶은데|이만 너를 지울게|그게 널 원망하기보단|덜 아프니까|시린 널 불어내 본다|연기처럼 하얀 연기처럼|말로는 지운다 해도|사실 난 아직 널 보내지 못하는데|눈꽃이 떨어져요|또 조금씩 멀어져요|보고 싶다 보고 싶다|보고 싶다 보고 싶다|얼마나 기다려야|또 몇 밤을 더 새워야|널 보게 될까 널 보게 될까|만나게 될까 만나게 될까|You know it all|You're my best friend|아침은 다시 올 거야|어떤 어둠도 어떤 계절도|영원할 순 없으니까|벚꽃이 피나봐요|이 겨울도 끝이 나요|보고 싶다 보고 싶다|보고 싶다 보고 싶다|조금만 기다리면|며칠 밤만 더 새우면|만나러 갈게 만나러 갈게|데리러 갈게 데리러 갈게|추운 겨울 끝을 지나|다시 봄날이 올 때까지|꽃 피울 때까지|그곳에 좀 더 머물러줘|머물러줘|
Get A Guitar - RIIZE,RIIZE,댄스,2023.09.04,If you want something|to play with get a guitar|너와 내 느낌대로|Make it 시작해 봐|발 박자를 맞추고|손은 Snapping like|one two five|모두 집중해 줘|When I play the guitar|Cause I know you know||Ooh baby ooh|I love it 너와 맞추는 눈|Ooh baby ooh|I love it 너와 맞추는 춤|Rhythm 속에 그려보는 햇살|가득 담은 꿈 In my heart|Tell me while||You play me like dun dun dun|Still I love it 너와 맞추는 눈|Baby dun dun dun|Still I love it 너와 맞추는 춤||Get get get get a guitar|Get get get get a guitar|Get get get get a guitar|Get get get get a guitar||If you want something|to play with get a guitar|가볍게 툭|어깨에 메고 시작해 봐|불타오를 Love and youth|외치는 순간 Feel the vibe|맘이 가는 대로|Play it get a guitar|Cause I know you know||Ooh baby ooh|I love it 너와 맞추는 눈|Ooh baby ooh|I love it 너와 맞추는 춤|Rhythm 속에 그려보는 햇살|가득 담은 꿈 In my heart|Tell me while||You play me like dun dun dun|Still I love it 너와 맞추는 눈|Baby dun dun dun|Still I love it 너와 맞추는 춤||Ooh baby ooh|I love it 너와 맞추는 눈|Ooh baby ooh|I love it 너와 맞추는 춤|네가 원하던 그 순간|다른 생각들은 다 벗어나|Tell me while||You play me like dun dun dun|Still I love it 너와 맞추는 눈|Baby dun dun dun|Still I love it 너와 맞추는 춤||Get get get get a guitar|Get get get get a guitar|Get get get get a guitar|Get get get get a guitar||Get get get get a guitar
Dynamite - 방탄소년단,방탄소년단,댄스,2020.08.24,Cos ah ah|I’m in the stars tonight|So watch me bring the fire|and set the night alight|Shoes on get up in the morn|Cup of milk let’s rock and roll|King Kong kick the drum|rolling on like a rolling stone|Sing song when I’m walking home|Jump up to the top LeBron|Ding dong call me on my phone|Ice tea and a game of ping pong|This is getting heavy|Can you hear the bass boom|I’m ready|Life is sweet as honey|Yeah this beat cha ching|like money|Disco overload I’m into|that I’m good to go|I'm diamond you know I glow up|Hey so let’s go|Cos ah ah|I’m in the stars tonight|So watch me bring the fire|and set the night alight|Shining through the city|with a little funk and soul|So I’mma light it up|like dynamite woah|Bring a friend join the crowd|Whoever wanna come along|Word up talk the talk|just move like we off the wall|Day or night the sky’s alight|So we dance to the break of dawn|Ladies and gentlemen|I got the medicine|so you should keep ya|eyes on the ball huh|This is getting heavy|Can you hear the bass boom|I’m ready|Life is sweet as honey|Yeah this beat cha ching|like money|Disco overload|I’m into that I’m good to go|I'm diamond you know I glow up|Let’s go|Cos ah ah|I’m in the stars tonight|So watch me bring the fire|and set the night alight|Shining through the city|with a little funk and soul|So I’mma light it up|like dynamite woah|Dynnnnnanana life is dynamite|Dynnnnnanana life is dynamite|Shining through the city|with a little funk and soul|So I’mma light it up|like dynamite woah|Dynnnnnanana eh|Dynnnnnanana eh|Dynnnnnanana eh|Light it up like dynamite|Dynnnnnanana eh|Dynnnnnanana eh|Dynnnnnanana eh|Light it up like dynamite|Cos ah ah|I’m in the stars tonight|So watch me bring the fire|and set the night alight|Shining through the city|with a little funk and soul|So I’mma light it up|like dynamite|Cos ah ah|I’m in the stars tonight|So watch me bring the fire|and set the night alight|Shining through the city|with a little funk and soul|So I’mma light it up|like dynamite woah|Dynnnnnanana life is dynamite|Dynnnnnanana life is dynamite|Shining through the city|with a little funk and soul|So I’mma light it up|like dynamite woah|
주저하는 연인들을 위해 - 잔나비,잔나비,인디음악/록/메탈,2019.03.13,나는 읽기 쉬운 마음이야|당신도 스윽 훑고 가셔요|달랠 길 없는 외로운 마음 있지|머물다 가셔요 음|내게 긴 여운을 남겨줘요|사랑을 사랑을 해줘요|할 수 있다면 그럴 수만 있다면|새하얀 빛으로 그댈 비춰 줄게요|그러다 밤이 찾아오면|우리 둘만의 비밀을 새겨요|추억할 그 밤 위에 갈피를 꽂고선|남몰래 펼쳐보아요|나의 자라나는 마음을|못 본 채 꺾어 버릴 순 없네|미련 남길바엔 그리워 아픈 게 나아|서둘러 안겨본 그 품은 따스할 테니|그러다 밤이 찾아오면|우리 둘만의 비밀을 새겨요|추억할 그 밤 위에 갈피를 꽂고선|남몰래 펼쳐보아요|언젠가 또 그날이 온대도|우린 서둘러 뒤돌지 말아요|마주보던 그대로 뒷걸음치면서|서로의 안녕을 보아요|피고 지는 마음을 알아요|다시 돌아온 계절도|난 한 동안 새 활짝 피었다 질래|또 한번 영원히|그럼에도 내 사랑은|또 같은 꿈을 꾸고|그럼에도 꾸던 꿈을|난 또 미루진 않을거야|
이별하고 나서야 깨달았어 - 임한별,임한별,발라드,2024.05.12,참 오랜만이야 어떻게 지냈어|나는 그럭저럭 살았어 특별한 건 없어|어렵게 얼굴 한번 보자고 한 건|니가 다른 사람 생길까 봐서 늘 불안했었어||너만 괜찮다면 시간을 더 준다면|한 번만 더 제대로 다시 만나고 싶어||이별하고 나서야 깨달았어 사랑이었단 걸|니가 떠나버린 나는 반쪽짜리라는 걸|그래서 당장에라도 이대로 기울어 쓰러질 듯한|나를 잡아줄 수 있는 사람 너뿐이라고||이기적이라서 널 놔주기 싫어서|너를 대신할 누굴 찾을 생각이 없어||이별하고 나서야 깨달았어 사랑이었단 걸|니가 떠나버린 나는 반쪽짜리라는 걸|그래서 당장에라도 이대로 기울어 쓰러질 듯한|나를 잡아줄 수 있는 사람 너뿐이란 걸 이제 알았어||이런 말 하려고 불러냈단 게 이해 안 돼|고개를 젓는 너에게|마지막의 마지막까지 하지 못한 말 할게|죽어도 난 너와는 못 헤어져||이별하고 나서 다 후회됐어 내 잘못이니까|니가 떠난 그 이유는 그래 나일 테니까|그래서 늘 미안한 그 마음에 눈물 훔쳤던 날 위해|다시 한번만 제발 한 번만 기회를 줄 순 없을까||만약이 있다면 말야
그랬나봐 - 유회승 (엔플라잉),유회승 (엔플라잉),발라드/국내드라마,2024.05.06,많은 친구 모인 밤 그 속에서 늘 있던 자리에|니가 가끔 보이질 않을 때|내가 좋아했던 너의 향길 맡으며|혹시 니가 아닐까 고갤 돌려 널 찾을 때||우연히 너의 동넬 지나갈때면|어느새 니 얼굴 자꾸 떠오를 때||그랬나봐 나 널 좋아하나봐|하루하루 니 생각만 나는걸|널 보고 싶다고 잘할 수 있다고|용기내 전활걸고 싶었는데|그게 잘 안돼 바보처럼||우연히 너의 메일을 알게되면서|모니터 앞에 널 밤새 기다릴때||그랬나봐 나 널 좋아하나봐|하루하루 니 생각만 나는걸|널 보고 싶다고 잘할 수 있다고|용기내 전활걸고 싶었는데 그게 잘 안돼||말하지 못한 막막함을 너는 알고 있을까|오랫동안 기다려온 사랑 내 앞에 숨쉬고 있는걸||그랬나봐 나 널 좋아하나봐|하루하루 니 생각만 나는걸|널 보고 싶다고 잘할 수 있다고|용기내 전활걸고 싶었는데 그게 잘 안돼||넌 언제나 나를 꿈꾸게 하지|지금보다 더 좋은 남자 되고 싶다고|널 만나러 가는 이 시간 난 연습해|그토록 오랜시간 가슴속에 숨겨왔던 말|사랑해
Love Lee - AKMU (악뮤),AKMU (악뮤),댄스,2023.08.21,You know|내 스타일이 아닌 음악을 들어도|You know|좋아하지 않는 음식을 먹어도|우산 없이 비가 와 홀딱 다 젖어도 좋아|I love it because I love you||우리 관계 디비디비딥|매일 봐도 처음같이 비기비기닝|춤추고 싶어 빌리빌리진|우리 앞 우리 옆 시기시기질투|자유로운 날갯짓 훨훨훨|꽃송이가 나를 삼킬 걸|알면서 난 뛰어들었어|Jump j-j-jump jump jump jump||So lovely day so lovely|Errday with you so lovely|Du durudu durudu du durudu||Spell L.o.v.e.L.e.e|이름만 불러도 you can feel me|눈빛만 봐도 알면서 my love||You know|아끼는 옷에 coffee를 쏟아도|You know|내가 준 목걸이를 잃어버려도|한 번 더 같은 것 사준 걸 다시 또 잃어도 좋아|I don't care I just care about you||여기 어때 how you like that|다 퍼주고 될게 빈털터리|Jubilate 박수갈채|안 반하고 누가 배겨 love sick|비타민 U가 필요해|만들어줘 샛노랗게|체크무늬 벌집 두 눈에|Honey help honey help||So lovely day so lovely|Errday with you so lovely|Du durudu durudu du durudu||Spell L.o.v.e.L.e.e|이름만 불러도 you can feel me|눈빛만 봐도 알면서 my love||누구 사랑 먹고 그리 이쁘게 컸니|Mommy or your daddy or them both|Lovey-dovey things 너의 곁에 everyday|Good morning good night|너의 이름 부를 때||So lovely day so lovely|Errday with you so lovely|Du durudu durudu du durudu||Spell L.o.v.e.L.e.e|이름만 불러도 you can feel me|눈빛만 봐도 알면서 my love|
퀸카 (Queencard) - (여자)아이들,(여자)아이들,댄스,2023.05.15,Hey you|뭘 보니? 내가 좀 Sexy Sexy 반했니|Ye you|뭐 하니? 너도 내 Kiss Kiss 원하니|월 화 수 목 금 토 일 미모가 쉬지를 않네|머리부터 발끝까지 눈부셔 빛이 나네|Oh 저기 언니야들 내 Fashion을 따라 하네|아름다운 여자의 하루는 다 아름답네|이 Party에 준비된 Birthday cake|태어나서 감사해 Every day|I don’t need them|그래 내가 봐도 난|퀸카 I’m hot|My boob and booty is hot|Spotlight 날 봐|I’m a star star star|퀸카 I’m the top|I’m twerking on the runway|I am a 퀸카|You wanna be the 퀸카|I’m a 퀸카|I’m a 퀸카|I’m a I’m a I’m a 퀸카|I’m a 퀸카 (Take a photo)|I’m a 퀸카|I’m a 퀸카|I’m a I’m a I’m a 퀸카|I’m a 퀸카|Look so cool look so sexy|like Kim Kardashian|Look so cute look so pretty like Ariana|I wanna with you 뽀뽀|I wanna with you 포옹|자꾸 예뻐져 거울 속 너어~|이 Party에 준비된 (Blue) Champagne|태어난 걸 축하해 Every day|I don’t need them|그래 내가 봐도 난|퀸카 I’m hot|My boob and booty is hot|Spotlight 날 봐|I’m a star star star|퀸카 I’m the top|I’m twerking on the runway|I am a 퀸카|You wanna be the 퀸카|I’m a 퀸카|I’m a 퀸카|I’m a I’m a I’m a 퀸카|I’m a 퀸카 (Take a photo)|I’m a 퀸카|I’m a 퀸카|I’m a I’m a I’m a 퀸카|I’m a 퀸카|아무거나 걸친 Girl 퀸카카카|마르거나 살찐 Girl 퀸카카카|자신감 넘치는 Girl 퀸카카카|I am a 퀸카|You wanna be the 퀸카|
사건의 지평선 - 윤하 (YOUNHA),윤하 (YOUNHA),록/메탈,2022.03.30,생각이 많은 건 말이야|당연히 해야 할 일이야|나에겐 우리가 지금 1순위야|안전한 유리병을 핑계로|바람을 가둬 둔 것 같지만||기억나? 그날의 우리가|잡았던 그 손엔 말이야|설레임보다 커다란 믿음이 담겨서|난 함박웃음을 지었지만|울음이 날 것도 같았어|소중한 건 언제나 두려움이니까||문을 열면 들리던 목소리|너로 인해 변해있던 따뜻한 공기|여전히 자신 없지만 안녕히||저기  사라진 별의 자리|아스라이 하얀 빛|한동안은 꺼내 볼 수 있을 거야|아낌없이 반짝인 시간은|조금씩 옅어져 가더라도|너와 내 맘에 살아 숨 쉴 테니|||여긴  서로의 끝이 아닌|새로운 길 모퉁이|익숙함에 진심을 속이지 말자|하나 둘 추억이 떠오르면|많이 많이 그리워할 거야|고마웠어요 그래도 이제는|사건의 지평선 너머로||솔직히 두렵기도 하지만|노력은 우리에게 정답이 아니라서|마지막 선물은 산뜻한 안녕||저기  사라진 별의 자리|아스라이 하얀 빛|한동안은 꺼내 볼 수 있을 거야|아낌없이 반짝인 시간은|조금씩 옅어져 가더라도|너와 내 맘에 살아 숨 쉴 테니||여긴  서로의 끝이 아닌|새로운 길 모퉁이|익숙함에 진심을 속이지 말자|하나 둘 추억이 떠오르면|많이 많이 그리워할 거야|고마웠어요 그래도 이제는|사건의 지평선 너머로||저기  사라진 별의 자리|아스라이 하얀 빛|한동안은 꺼내 볼 수 있을 거야|아낌없이 반짝인 시간은|조금씩 옅어져 가더라도|너와 내 맘에 살아 숨 쉴 테니||여긴  서로의 끝이 아닌|새로운 길 모퉁이|익숙함에 진심을 속이지 말자|하나 둘 추억이 떠오르면|많이 많이 그리워할 거야|고마웠어요 그래도 이제는|사건의 지평선 너머로||사건의 지평선 너머로
반딧불 (Little Light) - 도영 (DOYOUNG),도영 (DOYOUNG),록/메탈,2024.04.22,있잖아  나를 비추는 환한 불빛은|왜 이리 나를 지워낼까?|바람에 흔들리는 내 등불이|너머에 닿을 수 있을까?|볕이 어스름해지면|피워 낼 수 있을 텐데|이런 나라도|누군가 찾아온다면|그래 조금 더||조용하게|더 아스라이|네 눈에 담아 줄 불이라면|옅은 깜빡임에||이 빛을 내 숨을 다 쏟아내면|내 작은 달이 저 별을|꼭 닮아있기를|찰나엔 흐려도 괜찮을 거야|지나치는 혜성마저 내겐 눈부시니까|별이 없는 까망 위에 반딧불처럼||우린 둘일 때 더욱 빛나고|모두면 눈이 부실 텐데|나만이 낼 수 있는 것만으론|기억을 쓰진 못할까?|애석하게 난|밤을 걷는 저 맘들을|꿈 위에 누워|하늘을 날게 하고 싶어|그래 조금만 더||간절하게|저 태양처럼|두 눈 감아도 느껴지는 온기에||이 빛을 내 숨을 다 쏟아내면|내 작은 달이 저 별을|꼭 닮아있기를|찰나엔 흐려도 괜찮을 거야|멀어지는 우주마저 내겐 눈부시니까||더 더 내게|조금 더 바래줘 더 밝혀달라고|희미하게 선을 긋는 반딧불처럼|잔상이란 삶에 남는 내가 되게 해줘|쏟아지는 유성 빛처럼|찬란하게 부서진 날처럼||네 맘에 불이 켜지면|매일 하루가 그날과 닮아있기를|너의 숨도 소리도 빛을 내니까|어둠 속에 길을 밝혀|결국 찾아낼 거야|홀로 빛을 내는 저 반딧불처럼
우리 영화 - PLAVE,PLAVE,랩/힙합,2024.02.26,많은 장면들을 보내고 나면|엔딩크레딧에는 너와 나뿐이야|끝나지 않은 이야긴 계속돼|우리의 영화를 시작해||엄청난 사랑에 빠져 uh|너란 존재를 알게 된 건|oh 정말 Lucky me Lucky me||비슷한 모습에 운명이란 말을 믿었죠|마침내 시작된 우리 이야기를 써 내려가요||너란 영화|되어줄게 Highlight|나의 영화|되어줄래 마지막|한 편의 영화가 끝나도 끝이 아닐 거라고||멜로 영화|주인공은 너야|흑백 영화|속에 너만 빛나|막이 내리고 별빛들이 쏟아질 거야||화면 속에 너와 나 Feel like I'm Hollywood star|BGM은 Nothin' 내가 불러|넌 내 앞에서 Right here 즐겨만 줘||한걸음 우리 손잡고 같이 걷자|두 걸음 아름다운 밤을 지새우자 You know what|What a beautiful night 모닥불 is burnin'|너를 사랑할게 I'm in love||너란 영화|되어줄게 Highlight|나의 영화|되어줄래 마지막|한 편의 영화가 끝나도 끝이 아닐 거라고|멜로 영화|주인공은 너야|흑백 영화|속에 너만 빛나|막이 내리고 별빛들이 쏟아질 거야||함께 걸어가 줄래|진심이니까 내 손 놓지 마|함께 걸어가 줄 때|넘어지면 내 손잡아 줄래||함께 걸어가 줄게|힘들 때면 내 손을 잡을래|함께 걸어가 줄 때|눈부시게 아름다워져 hey||너란 영화|되어줄게 Highlight|나의 영화|되어줄래 마지막|한 편의 영화가 끝나도 끝이 아닐 거라고|멜로 영화|주인공은 너야|흑백 영화|속에 너만 빛나|막이 내리고 별빛들이 쏟아질 거야||많은 장면들을 보내고 나면|엔딩크레딧에는 너와 나뿐이야|끝나지 않은 이야긴 계속돼|우리의 영화를 시작해||
